iter	Logloss
136	0.0696177721
137	0.06943862438
138	0.06879210472
139	0.06800324917
140	0.06742694378
141	0.0662281394
142	0.0655938983
143	0.06462807655
144	0.06459316015
145	0.06455924511
146	0.06419277191
147	0.06356910467
148	0.06234360933
149	0.06231056452
150	0.06202683449
151	0.06161518097
152	0.06122025251
153	0.06082019806
154	0.06051353216
155	0.05987385511
156	0.05938047171
157	0.05916756988
158	0.05914847255
159	0.05856199265
160	0.05846120119
161	0.058425951
162	0.05829677582
163	0.05797125101
164	0.05728201866
165	0.05688124895
166	0.05685206652
167	0.05641511083
168	0.05637298822
169	0.05578888059
170	0.05548039675
171	0.05482879877
172	0.05479683876
173	0.05452063084
174	0.05412125587
175	0.05356104374
176	0.05331799388
177	0.05259765387
178	0.05247527361
179	0.05206018686
180	0.05204380751
181	0.05187050104
182	0.05139488578
183	0.05137973428
184	0.0510473907
185	0.05076408386
186	0.05074805617
187	0.05023110509
188	0.05020588636
189	0.04986022711
190	0.04969907999
191	0.04902524352
192	0.04882071316
193	0.04825822711
194	0.04775353074
195	0.04720678329
196	0.0468326956
197	0.04620952904
198	0.04588025212
199	0.04559048414
200	0.04554814696
201	0.04553438425
202	0.04522203207
203	0.04518488646
204	0.04484014213
205	0.04482711852
206	0.04450730085
207	0.04398005903
208	0.04352940321
209	0.04321630001
210	0.04298236966
211	0.04258621931
212	0.04224742651
213	0.04223590493
214	0.04199136496
215	0.04146601558
216	0.04126757383
217	0.04092069864
218	0.04035713971
219	0.03983022571
220	0.03943783641
221	0.03937937617
222	0.03935108781
223	0.03897064626
224	0.03894264102
225	0.03870947361
226	0.03843638897
227	0.03840150833
228	0.03836842477
229	0.03818567097
230	0.03801817
231	0.03768906593
232	0.03721861243
233	0.03720733821
234	0.03705791235
235	0.03702480197
236	0.03681946695
237	0.03678057492
238	0.03662444651
239	0.03642089367
240	0.03616297245
241	0.03590343893
242	0.03544993699
243	0.03520032167
244	0.03518585563
245	0.03471625745
246	0.03470711708
247	0.0344809711
248	0.03430489898
249	0.03406965137
250	0.03395798802
251	0.03354163766
252	0.03353098631
253	0.03313676715
254	0.03293785453
255	0.03267920613
256	0.03227259219
257	0.03226560056
258	0.03214180171
259	0.03200503588
260	0.03199006915
261	0.03197310269
262	0.03195940554
263	0.03180200756
264	0.03168952763
265	0.03157252371
266	0.03141534626
267	0.03133403659
268	0.03131102324
269	0.03121327758
270	0.03090737462
271	0.03062392771
272	0.03041466475
273	0.03014411628
274	0.02995643616
275	0.02967830896
276	0.02955728471
277	0.0292549789
278	0.02909802794
279	0.02894918919
280	0.02868369818
281	0.02862833738
282	0.02860990763
283	0.02860280573
284	0.02848572433
285	0.02837575078
286	0.0280171752
287	0.02801098228
288	0.02799197733
289	0.02797631323
290	0.02772887647
291	0.02744196057
292	0.02726449966
293	0.02716510892
294	0.02705922127
295	0.02685331702
296	0.02684481144
297	0.02678078413
298	0.02677166164
299	0.02676565945
300	0.02667171359
301	0.02659208179
302	0.02644072175
303	0.02643350363
304	0.02643350363
305	0.02620292604
306	0.02595188022
307	0.02594633102
308	0.02570366859
309	0.02568677664
310	0.02545165122
311	0.02529837489
312	0.02513885498
313	0.0250951767
314	0.02493688166
315	0.02474807501
316	0.02472252846
317	0.02461478859
318	0.02449816614
319	0.02430442274
320	0.02422547936
321	0.02412614375
322	0.0239897415
323	0.02376261353
324	0.02373583913
325	0.02372970283
326	0.02370552719
327	0.02357134819
328	0.02356515974
329	0.02349192649
330	0.02348907739
331	0.02346571237
332	0.02341725975
333	0.02333835065
334	0.02305234969
335	0.02303483188
336	0.02285243571
337	0.02282186151
338	0.0227753371
339	0.02256625593
340	0.02256231308
341	0.02251055837
342	0.022344248
343	0.02224561125
344	0.02224240005
345	0.02208272219
346	0.02202176452
347	0.02185765356
348	0.02167186141
349	0.02166009545
350	0.02162993699
351	0.02159476876
352	0.02157793194
353	0.02157306969
354	0.02148629427
355	0.02148626298
356	0.02147444934
357	0.02134685069
358	0.02134329379
359	0.02133285105
360	0.02116637379
361	0.02114711404
362	0.02107747793
363	0.0209384352
364	0.02090854645
365	0.02086414099
366	0.02073166817
367	0.02060230374
368	0.0205219835
369	0.02045357376
370	0.02045024931
371	0.02043937296
372	0.0204287678
373	0.02031488419
374	0.02028705031
375	0.02020657063
376	0.01995858252
377	0.01989498138
378	0.01987298131
379	0.01979967952
380	0.01977682412
381	0.01967274249
382	0.01953517795
383	0.01953495443
384	0.01944388151
385	0.0194417268
386	0.01935456544
387	0.0192762658
388	0.01919586062
389	0.01909947395
390	0.0189801082
391	0.01891875416
392	0.01891019195
393	0.01885564327
394	0.01884901077
395	0.01884899884
396	0.01875449568
397	0.01869016439
398	0.01861829162
399	0.01855069101
400	0.01848583817
401	0.01848581135
402	0.01842205524
403	0.0184130758
404	0.01841295958
